A17;INTITULÉS 17;A38;INTITULÉS 38;A88;INTITULÉS 88;A129;INTITULÉS 129;NAF 732;INTITULÉS 732
KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;66;Activités auxiliaires de services financiers et d'assurance;K66Z;Activités auxiliaires de services financiers et d'assurance ;6619A;Supports juridiques de gestion de patrimoine mobilier
KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;66;Activités auxiliaires de services financiers et d'assurance;K66Z;Activités auxiliaires de services financiers et d'assurance ;6619B;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.
KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;66;Activités auxiliaires de services financiers et d'assurance;K66Z;Activités auxiliaires de services financiers et d'assurance ;6621Z;Évaluation des risques et dommages
KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;66;Activités auxiliaires de services financiers et d'assurance;K66Z;Activités auxiliaires de services financiers et d'assurance ;6622Z;Activités des agents et courtiers d'assurances
KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;66;Activités auxiliaires de services financiers et d'assurance;K66Z;Activités auxiliaires de services financiers et d'assurance ;6629Z;Autres activités auxiliaires d'assurance et de caisses de retraite
KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;66;Activités auxiliaires de services financiers et d'assurance;K66Z;Activités auxiliaires de services financiers et d'assurance ;6630Z;Gestion de fonds
LZ;Activités immobilières;LZ;Activités immobilières;68;Activités immobilières;L68A;Activités des marchands de biens immobiliers et activités immobilières pour compte de tiers;6810Z;Activités des marchands de biens immobiliers
LZ;Activités immobilières;LZ;Activités immobilières;68;Activités immobilières;L68B;Location et exploitation de biens immobiliers propres ou loués    ;6820A;Location de logements
LZ;Activités immobilières;LZ;Activités immobilières;68;Activités immobilières;L68B;Location et exploitation de biens immobiliers propres ou loués    ;6820B;Location de terrains et d'autres biens immobiliers
LZ;Activités immobilières;LZ;Activités immobilières;68;Activités immobilières;L68A;Activités des marchands de biens immobiliers et activités immobilières pour compte de tiers;6831Z;Agences immobilières
LZ;Activités immobilières;LZ;Activités immobilières;68;Activités immobilières;L68A;Activités des marchands de biens immobiliers et activités immobilières pour compte de tiers;6832A;Administration d'immeubles et autres biens immobiliers
LZ;Activités immobilières;LZ;Activités immobilières;68;Activités immobilières;L68A;Activités des marchands de biens immobiliers et activités immobilières pour compte de tiers;6832B;Supports juridiques de gestion de patrimoine immobilier
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;69;Activités juridiques et comptables;M69Z;Activités juridiques et comptables;6910Z;Activités juridiques
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;69;Activités juridiques et comptables;M69Z;Activités juridiques et comptables;6920Z;Activités comptables
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;70;Activités des sièges sociaux -  conseil de gestion;M70Z;Activités des sièges sociaux- conseil de gestion;7010Z;Activités des sièges sociaux
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;70;Activités des sièges sociaux -  conseil de gestion;M70Z;Activités des sièges sociaux- conseil de gestion;7021Z;Conseil en relations publiques et communication
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;70;Activités des sièges sociaux -  conseil de gestion;M70Z;Activités des sièges sociaux- conseil de gestion;7022Z;Conseil pour les affaires et autres conseils de gestion
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;71;Activités d'architecture et d'ingénierie -  activités de contrôle et analyses techniques;M71Z;Activités d'architecture et d'ingénierie- activités de contrôle et analyses techniques;7111Z;Activités d'architecture
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;71;Activités d'architecture et d'ingénierie -  activités de contrôle et analyses techniques;M71Z;Activités d'architecture et d'ingénierie- activités de contrôle et analyses techniques;7112A;Activité des géomètres
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;71;Activités d'architecture et d'ingénierie -  activités de contrôle et analyses techniques;M71Z;Activités d'architecture et d'ingénierie- activités de contrôle et analyses techniques;7112B;Ingénierie, études techniques
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;71;Activités d'architecture et d'ingénierie -  activités de contrôle et analyses techniques;M71Z;Activités d'architecture et d'ingénierie- activités de contrôle et analyses techniques;7120A;Contrôle technique automobile
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MA;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;71;Activités d'architecture et d'ingénierie -  activités de contrôle et analyses techniques;M71Z;Activités d'architecture et d'ingénierie- activités de contrôle et analyses techniques;7120B;Analyses, essais et inspections techniques
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MB;Recherche-développement scientifique;72;Recherche-développement scientifique;M72Z;Recherche-développement scientifique                     ;7211Z;Recherche-développement en biotechnologie
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MB;Recherche-développement scientifique;72;Recherche-développement scientifique;M72Z;Recherche-développement scientifique                     ;7219Z;Recherche-développement en autres sciences physiques et naturelles
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MB;Recherche-développement scientifique;72;Recherche-développement scientifique;M72Z;Recherche-développement scientifique                     ;7220Z;Recherche-développement en sciences humaines et sociales
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MC;Autres activités spécialisées, scientifiques et techniques;73;Publicité et études de marché;M73Z;Publicité et études de marché;7311Z;Activités des agences de publicité
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MC;Autres activités spécialisées, scientifiques et techniques;73;Publicité et études de marché;M73Z;Publicité et études de marché;7312Z;Régie publicitaire de médias
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MC;Autres activités spécialisées, scientifiques et techniques;73;Publicité et études de marché;M73Z;Publicité et études de marché;7320Z;Études de marché et sondages
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MC;Autres activités spécialisées, scientifiques et techniques;74;Autres activités spécialisées, scientifiques et techniques;M74Z;Autres activités spécialisées, scientifiques et techniques;7410Z;Activités spécialisées de design
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MC;Autres activités spécialisées, scientifiques et techniques;74;Autres activités spécialisées, scientifiques et techniques;M74Z;Autres activités spécialisées, scientifiques et techniques;7420Z;Activités photographiques
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MC;Autres activités spécialisées, scientifiques et techniques;74;Autres activités spécialisées, scientifiques et techniques;M74Z;Autres activités spécialisées, scientifiques et techniques;7430Z;Traduction et interprétation
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MC;Autres activités spécialisées, scientifiques et techniques;74;Autres activités spécialisées, scientifiques et techniques;M74Z;Autres activités spécialisées, scientifiques et techniques;7490A;Activité des économistes de la construction
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MC;Autres activités spécialisées, scientifiques et techniques;74;Autres activités spécialisées, scientifiques et techniques;M74Z;Autres activités spécialisées, scientifiques et techniques;7490B;Activités spécialisées, scientifiques et techniques diverses
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;MC;Autres activités spécialisées, scientifiques et techniques;75;Activités vétérinaires;M75Z;Activités vétérinaires;7500Z;Activités vétérinaires
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7711A;Location de courte durée de voitures et de véhicules automobiles légers
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7711B;Location de longue durée de voitures et de véhicules automobiles légers
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7712Z;Location et location-bail de camions
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7721Z;Location et location-bail d'articles de loisirs et de sport
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7722Z;Location de vidéocassettes et disques vidéo
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7729Z;Location et location-bail d'autres biens personnels et domestiques
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7731Z;Location et location-bail de machines et équipements agricoles
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7732Z;Location et location-bail de machines et équipements pour la construction
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7733Z;Location et location-bail de machines de bureau et de matériel informatique
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7734Z;Location et location-bail de matériels de transport par eau
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7735Z;Location et location-bail de matériels de transport aérien
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7739Z;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;77;Activités de location et location-bail;N77Z;Activités de location et location-bail;7740Z;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;78;Activités liées à l'emploi;N78Z;Activités liées à l'emploi;7810Z;Activités des agences de placement de main-d'œuvre
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;78;Activités liées à l'emploi;N78Z;Activités liées à l'emploi;7820Z;Activités des agences de travail temporaire
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;78;Activités liées à l'emploi;N78Z;Activités liées à l'emploi;7830Z;Autre mise à disposition de ressources humaines
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;N79Z;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;7911Z;Activités des agences de voyage
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;N79Z;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;7912Z;Activités des voyagistes
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;N79Z;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;7990Z;Autres services de réservation et activités connexes
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;80;Enquêtes et sécurité;N80Z;Enquêtes et sécurité;8010Z;Activités de sécurité privée
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;80;Enquêtes et sécurité;N80Z;Enquêtes et sécurité;8020Z;Activités liées aux systèmes de sécurité
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;80;Enquêtes et sécurité;N80Z;Enquêtes et sécurité;8030Z;Activités d'enquête
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;81;Services relatifs aux bâtiments et aménagement paysager;N81Z;Services relatifs aux bâtiments et aménagement paysager;8110Z;Activités combinées de soutien lié aux bâtiments
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;81;Services relatifs aux bâtiments et aménagement paysager;N81Z;Services relatifs aux bâtiments et aménagement paysager;8121Z;Nettoyage courant des bâtiments
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;81;Services relatifs aux bâtiments et aménagement paysager;N81Z;Services relatifs aux bâtiments et aménagement paysager;8122Z;Autres activités de nettoyage des bâtiments et nettoyage industriel
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;81;Services relatifs aux bâtiments et aménagement paysager;N81Z;Services relatifs aux bâtiments et aménagement paysager;8129A;Désinfection, désinsectisation, dératisation
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;81;Services relatifs aux bâtiments et aménagement paysager;N81Z;Services relatifs aux bâtiments et aménagement paysager;8129B;Autres activités de nettoyage n.c.a.
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;81;Services relatifs aux bâtiments et aménagement paysager;N81Z;Services relatifs aux bâtiments et aménagement paysager;8130Z;Services d'aménagement paysager
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;82;Activités administratives et autres activités de soutien aux entreprises;N82Z;Activités administratives et autres activités de soutien aux entreprises;8211Z;Services administratifs combinés de bureau
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;82;Activités administratives et autres activités de soutien aux entreprises;N82Z;Activités administratives et autres activités de soutien aux entreprises;8219Z;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;82;Activités administratives et autres activités de soutien aux entreprises;N82Z;Activités administratives et autres activités de soutien aux entreprises;8220Z;Activités de centres d'appels
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;82;Activités administratives et autres activités de soutien aux entreprises;N82Z;Activités administratives et autres activités de soutien aux entreprises;8230Z;Organisation de foires, salons professionnels et congrès
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;82;Activités administratives et autres activités de soutien aux entreprises;N82Z;Activités administratives et autres activités de soutien aux entreprises;8291Z;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;82;Activités administratives et autres activités de soutien aux entreprises;N82Z;Activités administratives et autres activités de soutien aux entreprises;8292Z;Activités de conditionnement
MN;Activités scientifiques et techniques-  services administratifs et de soutien ;NZ;Activités de services administratifs et de soutien;82;Activités administratives et autres activités de soutien aux entreprises;N82Z;Activités administratives et autres activités de soutien aux entreprises;8299Z;Autres activités de soutien aux entreprises n.c.a.
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8411Z;Administration publique générale
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8412Z;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8413Z;Administration publique (tutelle) des activités économiques
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8421Z;Affaires étrangères
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8422Z;Défense
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8423Z;Justice
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8424Z;Activités d'ordre public et de sécurité
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8425Z;Services du feu et de secours
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8430A;Activités générales de sécurité sociale
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8430B;Gestion des retraites complémentaires
OQ;Administrations publiques, enseignement, santé humaine et action sociale;OZ;Administration publique;84;Administration publique et défense -  sécurité sociale obligatoire;O84Z;Administration publique et défense- sécurité sociale obligatoire;8430C;Distribution sociale de revenus
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8510Z;Enseignement pré-primaire
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8520Z;Enseignement primaire
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8531Z;Enseignement secondaire général
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8532Z;Enseignement secondaire technique ou professionnel
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8541Z;Enseignement post-secondaire non supérieur
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8542Z;Enseignement supérieur
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8551Z;Enseignement de disciplines sportives et d'activités de loisirs
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8552Z;Enseignement culturel
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8553Z;Enseignement de la conduite
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8559A;Formation continue d'adultes
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8559B;Autres enseignements
OQ;Administrations publiques, enseignement, santé humaine et action sociale;PZ;Enseignement;85;Enseignement;P85Z;Enseignement ;8560Z;Activités de soutien à l'enseignement
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8610Z;Activités hospitalières
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8621Z;Activité des médecins généralistes
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8622A;Activités de radiodiagnostic et de radiothérapie
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8622B;Activités chirurgicales
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8622C;Autres activités des médecins spécialistes
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8623Z;Pratique dentaire
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8690A;Ambulances
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8690B;Laboratoires d'analyses médicales
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8690C;Centres de collecte et banques d'organes
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8690D;Activités des infirmiers et des sages-femmes
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8690E;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QA;Activités pour la santé humaine;86;Activités pour la santé humaine;Q86Z;Activités pour la santé humaine                                        ;8690F;Activités de santé humaine non classées ailleurs
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;87;Hébergement médico-social et social;Q87Z;Hébergement médico-social et social                                    ;8710A;Hébergement médicalisé pour personnes âgées
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;87;Hébergement médico-social et social;Q87Z;Hébergement médico-social et social                                    ;8710B;Hébergement médicalisé pour enfants handicapés
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;87;Hébergement médico-social et social;Q87Z;Hébergement médico-social et social                                    ;8710C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;87;Hébergement médico-social et social;Q87Z;Hébergement médico-social et social                                    ;8720A;Hébergement social pour handicapés mentaux et malades mentaux
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;87;Hébergement médico-social et social;Q87Z;Hébergement médico-social et social                                    ;8720B;Hébergement social pour toxicomanes
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;87;Hébergement médico-social et social;Q87Z;Hébergement médico-social et social                                    ;8730A;Hébergement social pour personnes âgées
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;87;Hébergement médico-social et social;Q87Z;Hébergement médico-social et social                                    ;8730B;Hébergement social pour handicapés  physiques
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;87;Hébergement médico-social et social;Q87Z;Hébergement médico-social et social                                    ;8790A;Hébergement social pour enfants en difficultés
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;87;Hébergement médico-social et social;Q87Z;Hébergement médico-social et social                                    ;8790B;Hébergement social pour adultes et familles en difficultés et autre hébergement social
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;88;Action sociale sans hébergement;Q88Z;Action sociale sans hébergement                            ;8810A;Aide à domicile
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;88;Action sociale sans hébergement;Q88Z;Action sociale sans hébergement                            ;8810B;Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;88;Action sociale sans hébergement;Q88Z;Action sociale sans hébergement                            ;8810C;Aide par le travail
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;88;Action sociale sans hébergement;Q88Z;Action sociale sans hébergement                            ;8891A;Accueil de jeunes enfants
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;88;Action sociale sans hébergement;Q88Z;Action sociale sans hébergement                            ;8891B;Accueil ou accompagnement sans hébergement d'enfants handicapés
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;88;Action sociale sans hébergement;Q88Z;Action sociale sans hébergement                            ;8899A;Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents
OQ;Administrations publiques, enseignement, santé humaine et action sociale;QB;Hébergement médico-social et social et action sociale sans hébergement;88;Action sociale sans hébergement;Q88Z;Action sociale sans hébergement                            ;8899B;Action sociale sans hébergement n.c.a.
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;90;Activités créatives, artistiques et de spectacle;R90Z;Activités créatives, artistiques et de spectacle               ;9001Z;Arts du spectacle vivant
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;90;Activités créatives, artistiques et de spectacle;R90Z;Activités créatives, artistiques et de spectacle               ;9002Z;Activités de soutien au spectacle vivant
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;90;Activités créatives, artistiques et de spectacle;R90Z;Activités créatives, artistiques et de spectacle               ;9003A;Création artistique relevant des arts plastiques
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;90;Activités créatives, artistiques et de spectacle;R90Z;Activités créatives, artistiques et de spectacle               ;9003B;Autre création artistique
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;90;Activités créatives, artistiques et de spectacle;R90Z;Activités créatives, artistiques et de spectacle               ;9004Z;Gestion de salles de spectacles
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;91;Bibliothèques, archives, musées et autres activités culturelles;R91Z;Bibliothèques, archives, musées et autres activités culturelles                                             ;9101Z;Gestion des bibliothèques et des archives
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;91;Bibliothèques, archives, musées et autres activités culturelles;R91Z;Bibliothèques, archives, musées et autres activités culturelles                                             ;9102Z;Gestion des musées
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;91;Bibliothèques, archives, musées et autres activités culturelles;R91Z;Bibliothèques, archives, musées et autres activités culturelles                                             ;9103Z;Gestion des sites et monuments historiques et des attractions touristiques similaires
RU;Autres activités de services;RZ;Arts, spectacles et activités récréatives;91;Bibliothèques, archives, musées et autres activités culturelles;R91Z;Bibliothèques, archives, musées et autres activités culturelles                                             ;9104Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles
